"year","make","model","mileage","normalized_color","transmission","sold_price","bid_amount","end_date","bidders","watchers","comments","status"
"2011","BMW","335i Sport Sedan 6-Speed","83000","White","manual","18350","18350","2023-04-01 04:00:00","31","374","34","sold"
"2011","BMW","328i xDrive Sports Wagon","128000","Silver","automatic","7350","7350","2023-04-01 04:00:00","24","489","27","sold"
"2001","BMW","Z3 2.5i","32000","Yellow","automatic","14000","14000","2023-04-01 04:00:00","46","418","39","sold"
"2009","BMW","M5","41000","Black","automatic","33000","33000","2023-04-01 04:00:00","19","450","81","sold"
"1997","BMW","540i 6-Speed","73000","White","manual","15100","15100","2023-03-31 04:00:00","23","637","53","sold"
"1998","BMW","740iL","52000","Silver","automatic","11000","11000","2023-03-31 04:00:00","7","431","31","sold"
"2002","BMW","Z3 2.5i 5-Speed","32000","Gray","manual","15250","15250","2023-03-31 04:00:00","24","487","36","sold"
"2006","BMW","M3 Convertible 6-Speed","86000","Silver","manual","22250","22250","2023-03-30 04:00:00","45","673","26","sold"
"1972","BMW","3.0CSi 4-Speed","47000","Blue","manual","158000","158000","2023-03-30 04:00:00","36","1495","127","sold"
"2002","BMW","325Ci Convertible","72000","Black","automatic","9600","9600","2023-03-30 04:00:00","16","339","28","sold"
"2001","BMW","330Ci Coupe 5-Speed","85000","White","manual","12250","12250","2023-03-30 04:00:00","29","485","35","sold"
"2002","BMW","540i Sport 6-Speed","103000","Silver","manual","15000","15000","2023-03-30 04:00:00","22","633","64","sold"
"2007","BMW","335i Convertible 6-Speed","55000","Blue","manual","20750","20750","2023-03-30 04:00:00","31","722","27","sold"
"2008","BMW","135i Coupe 6-Speed","121000","Black","manual","13000","13000","2023-03-30 04:00:00","26","459","36","sold"
"2013","BMW","M3 Coupe Frozen Edition","70000","Blue","automatic","39000","39000","2023-03-30 04:00:00","26","597","42","sold"
"2019","BMW","Alpina B7 xDrive","3300","Green","automatic","80000","80000","2023-03-29 04:00:00","35","790","235","sold"
"1990","BMW","325i Convertible","57000","Red","automatic","16750","16750","2023-03-29 04:00:00","21","509","53","sold"
"2002","BMW","M3 Coupe 6-Speed","96000","Blue","manual","null","39250","2023-03-29 04:00:00","45","1120","93","unsold"
"1973","BMW","2002 Baur Cabriolet 5-Speed","56000","Silver","manual","null","37000","2023-03-29 04:00:00","20","956","76","unsold"
"2008","BMW","M6 Convertible 6-Speed","46000","Black","manual","null","34500","2023-03-28 04:00:00","46","492","47","unsold"
"2000","BMW","M Roadster","76000","Silver","manual","18755","18755","2023-03-28 04:00:00","29","602","37","sold"
"1972","BMW","Bavaria 5-Speed","72000","Green","manual","16750","16750","2023-03-28 04:00:00","23","842","53","sold"
"2011","BMW","Z4 sDrive30i","40000","Black","automatic","27500","27500","2023-03-28 04:00:00","47","451","34","sold"
"2015","BMW","i8","33000","White","automatic","57500","57500","2023-03-28 04:00:00","27","852","61","sold"
"2007","BMW","328i Coupe","32000","Blue","automatic","null","7000","2023-03-28 04:00:00","25","262","13","unsold"
"2016","BMW","M4 GTS","12000","White","automatic","75000","75000","2023-03-28 04:00:00","21","666","68","sold"
"1997","BMW","750iL","55000","Silver","automatic","35000","35000","2023-03-28 04:00:00","21","395","59","sold"
"1995","BMW","M3 Coupe","81000","Blue","automatic","22995","22995","2023-03-27 04:00:00","18","635","42","sold"
"2013","BMW","M3 Coupe Competition Package 6-Speed","85000","White","manual","null","34000","2023-03-27 04:00:00","14","671","36","unsold"
"1989","Ferrari","328 GTS","25000","Blue","manual","70000","70000","2022-12-15 05:00:00","19","1403","97","sold"
"2001","BMW","M5 Dinan S1","147000","White","manual","28696","28696","2023-03-26 04:00:00","34","652","49","sold"
"2001","BMW","M3 Coupe 6-Speed","17000","Red","manual","null","44500","2023-03-26 04:00:00","30","1241","34","unsold"
"2006","BMW","Z4 M Roadster","84000","Gray","manual","26000","26000","2023-03-25 04:00:00","57","607","38","sold"
"2006","BMW","M3 Coupe 6-Speed","62000","White","manual","36127","36127","2023-03-25 04:00:00","24","966","55","sold"
"2001","BMW","330Ci Convertible 5-Speed","72000","Silver","manual","16250","16250","2023-03-25 04:00:00","36","546","29","sold"
"1973","BMW","3.0CS 5-Speed","49000","Silver","manual","70000","70000","2023-03-25 04:00:00","46","1560","94","sold"
"2014","BMW","M5","47000","Black","automatic","null","30500","2023-03-25 04:00:00","31","560","15","unsold"
"2004","Porsche","Cayenne S","141000","Silver","automatic","7000","7000","2023-11-14 05:00:00","28","437","65","sold"
"1991","BMW","318is 5-Speed","184000","Red","manual","20000","20000","2023-03-25 04:00:00","33","759","78","sold"
"1988","BMW","M5 Project","187000","Black","manual","31828","31828","2023-03-25 04:00:00","39","814","68","sold"
"1991","BMW","325ic M-Technic II","179000","Blue","manual","29000","29000","2023-03-25 04:00:00","22","577","107","sold"
"1973","BMW","2002tii","16000","Orange","manual","null","31250","2023-03-24 04:00:00","40","1060","88","unsold"
"2011","BMW","750Li M Sport xDrive","40000","Silver","automatic","30250","30250","2023-03-24 04:00:00","33","605","35","sold"
"2012","BMW","135i Coupe M Sport","84000","Red","automatic","20000","20000","2023-03-24 04:00:00","28","665","65","sold"
"1987","BMW","M3 2.5L","64000","Silver","manual","90000","90000","2023-03-24 04:00:00","28","936","66","sold"
"2015","BMW","Alpina B6 xDrive Gran Coupe","57000","Bronze","automatic","34500","34500","2023-03-24 04:00:00","32","856","70","sold"
"2016","BMW","M4 GTS","1700","Gray","automatic","89000","89000","2023-03-24 04:00:00","28","686","26","sold"
"1988","BMW","M3 Project","151000","White","manual","33750","33750","2023-03-24 04:00:00","22","884","136","sold"
"2003","BMW","Alpina Roadster V8","23000","Black","automatic","245000","245000","2023-03-24 04:00:00","8","1165","60","sold"
"1992","BMW","318i Convertible 5-Speed","153000","White","manual","7300","7300","2023-03-23 04:00:00","23","421","48","sold"
"1999","BMW","Z3 2.3 5-Speed","76000","Silver","manual","9750","9750","2023-03-23 04:00:00","18","443","109","sold"
"1976","BMW","R90/6","40000","Maroon","manual","4950","4950","2023-03-23 04:00:00","18","373","40","sold"
"1974","BMW","3.0CSi 4-Speed","16000","Blue","manual","148000","148000","2023-03-23 04:00:00","24","1592","97","sold"
"1960","BMW","2.6 Sedan Project","32000","Green","manual","11250","11250","2023-03-23 04:00:00","5","358","40","sold"
"2008","BMW","M3 Convertible 6-Speed","86000","Green","manual","null","21000","2023-03-22 04:00:00","25","603","36","unsold"
"2004","BMW","645Ci Coupe 6-Speed","84000","Black","manual","12750","12750","2023-03-22 04:00:00","37","426","30","sold"
"2001","BMW","740i Sport","66000","Gray","automatic","32000","32000","2023-03-22 04:00:00","19","518","85","sold"
"1995","BMW","540i 6-Speed","144000","Black","manual","15750","15750","2023-03-22 04:00:00","39","606","61","sold"
"2002","BMW","325i Sedan","194000","Gray","automatic","5222","5222","2023-03-22 04:00:00","8","174","45","sold"
"2011","BMW","Z4 sDrive30i","28000","Red","automatic","30000","30000","2023-03-21 04:00:00","29","509","46","sold"
"2010","BMW","328i Sports Wagon","70000","Silver","automatic","15000","15000","2023-03-21 04:00:00","45","520","54","sold"
"2000","BMW","M Roadster","126000","Green","manual","20510","20510","2023-03-21 04:00:00","36","1013","68","sold"
"1991","BMW","Alpina B10 3.5/1 5-Speed","140000","Blue","manual","38000","38000","2023-03-21 04:00:00","32","909","93","sold"
"1961","BMW","R27 Police","31000","Green","manual","9200","9200","2023-03-20 04:00:00","19","639","26","sold"
"1992","BMW","M5 Touring","142000","Black","manual","38484","38484","2023-03-08 05:00:00","18","1225","102","sold"
"1988","BMW","M6","110000","Black","manual","29250","29250","2023-03-08 05:00:00","21","593","46","sold"
"1995","BMW","525i Touring 5-Speed","248000","White","manual","23000","23000","2023-03-08 05:00:00","13","762","84","sold"
"1990","BMW","325i Coupe M-Technic II 5-Speed","39000","Black","manual","37000","37000","2023-03-08 05:00:00","48","830","71","sold"
"2007","BMW","650i Convertible 6-Speed","22000","Silver","manual","25000","25000","2023-03-17 04:00:00","27","556","42","sold"
"1969","BMW","2002 Track Car","5000","Orange","manual","23000","23000","2023-03-17 04:00:00","21","879","87","sold"
"1990","BMW","M3 Sport Evolution","80000","Black","manual","197000","197000","2023-03-17 04:00:00","36","1861","158","sold"
"2011","BMW","335d M Sport","69000","Black","automatic","28000","28000","2023-03-16 04:00:00","44","473","45","sold"
"2009","BMW","535i xDrive Sports Wagon","61000","Black","automatic","null","18000","2023-03-16 04:00:00","38","603","45","unsold"
"2001","BMW","325Ci Convertible 5-Speed","43000","Black","manual","17000","17000","2023-03-16 04:00:00","23","537","33","sold"
"2001","BMW","530i","16000","Black","automatic","27780","27780","2023-03-16 04:00:00","55","506","100","sold"
"2015","BMW","M4 Convertible","57000","Blue","automatic","38000","38000","2023-03-16 04:00:00","58","704","26","sold"
"1997","BMW","316i Compact 5-Speed","7000","Black","manual","null","14555","2023-03-16 04:00:00","18","314","29","unsold"
"2005","BMW","M3 Coupe 6-Speed","25000","Red","manual","62000","62000","2023-03-16 04:00:00","47","1430","105","sold"
"1972","BMW","3.0CS 4-Speed Project","86000","Black","manual","30000","30000","2023-03-16 04:00:00","48","1580","157","sold"
"1995","BMW","M3 GT","65000","Green","manual","170000","170000","2023-03-16 04:00:00","49","1493","355","sold"
"2019","BMW","i8 Roadster","7000","Gray","automatic","86000","86000","2023-03-16 04:00:00","38","931","52","sold"
"2013","BMW","M3 Coupe 6-Speed","67000","White","manual","38000","38000","2023-03-16 04:00:00","29","573","56","sold"
"2006","BMW","M3 Convertible 6-Speed","81000","Black","manual","20750","20750","2023-03-15 04:00:00","25","469","28","sold"
"1965","BMW","R27","9000","Black","manual","15500","15500","2023-03-15 04:00:00","38","551","32","sold"
"2006","BMW","650i Convertible 6-Speed","72000","Gray","manual","12000","12000","2023-03-15 04:00:00","33","477","29","sold"
"2015","BMW","Alpina B6 xDrive Gran Coupe","32000","Black","automatic","null","37000","2023-03-15 04:00:00","31","613","25","unsold"
"1999","BMW","Z3 2.8 5-Speed","55000","Green","manual","20250","20250","2023-03-15 04:00:00","14","453","38","sold"
"1999","BMW","M3 Coupe 5-Speed","23000","Black","manual","52000","52000","2023-03-14 04:00:00","18","1119","109","sold"
"2007","BMW","750i","65000","Gray","automatic","13000","13000","2023-03-14 04:00:00","32","430","31","sold"
"2000","BMW","M5","162000","Silver","manual","27000","27000","2023-03-14 04:00:00","5","581","44","sold"
"1989","BMW","325i Coupe","217000","Black","automatic","7400","7400","2023-03-14 04:00:00","5","588","31","sold"
"1957","BMW","Isetta 300","286","Red","manual","38750","38750","2023-03-14 04:00:00","46","691","27","sold"
"2013","BMW","M3 Coupe Competition Package 6-Speed","29000","Blue","manual","90000","90000","2023-03-14 04:00:00","24","1267","129","sold"
"1988","BMW","M5","199000","Black","manual","37000","37000","2023-03-14 04:00:00","20","833","64","sold"
"2006","BMW","M3 Coupe Competition Package 6-Speed","169000","Blue","manual","23250","23250","2023-03-14 04:00:00","26","1160","91","sold"
"1973","BMW","3.0CSi 4-Speed","34000","Blue","manual","130000","130000","2023-03-13 04:00:00","28","1611","83","sold"
"2005","BMW","325xi Sport Wagon","66000","Gray","automatic","13005","13005","2023-03-13 04:00:00","45","659","43","sold"
"1994","BMW","325i Convertible","35000","Black","automatic","12805","12805","2023-03-13 04:00:00","28","390","59","sold"
"2002","BMW","325Ci Convertible","36000","Silver","automatic","null","13250","2023-03-13 04:00:00","32","310","29","unsold"
"2010","BMW","Z4 sDrive30i 6-Speed","19000","Black","manual","null","25000","2023-03-13 04:00:00","27","609","41","unsold"
"1987","BMW","325i Coupe 6-Speed","101000","Black","manual","40000","40000","2023-03-13 04:00:00","26","911","144","sold"
"2004","BMW","545i Sport","110000","Blue","automatic","6600","6600","2023-03-13 04:00:00","10","190","20","sold"
"2005","BMW","Z4 Roadster 2.5i 5-Speed","75000","Silver","manual","9000","9000","2023-03-13 04:00:00","3","317","24","sold"
"2005","BMW","M3 Coupe 6-Speed","77000","Red","manual","null","23250","2023-03-13 04:00:00","8","788","30","unsold"
"1991","BMW","535i 5-Speed","16000","Red","manual","null","22400","2023-03-13 04:00:00","16","431","57","unsold"
"2012","BMW","X5 xDrive35d","52000","Silver","automatic","18500","18500","2023-03-13 04:00:00","16","604","73","sold"
"1982","BMW","R100","28000","Black","manual","null","2600","null","0","404","43","unsold"
"1987","BMW","325iX Sedan","88000","Silver","automatic","12100","12100","2023-03-12 05:00:00","9","456","67","sold"
"2017","BMW","M760i xDrive","16000","Brown","automatic","77000","77000","2023-03-12 05:00:00","24","600","39","sold"
"2011","BMW","135i Convertible","101000","Blue","automatic","13500","13500","2023-03-12 05:00:00","25","412","31","sold"
"1996","BMW","M3 Coupe 5-Speed","144000","Black","manual","17250","17250","2023-03-12 05:00:00","12","546","32","sold"
"2015","BMW","M6 Gran Coupe","36000","Black","automatic","33750","33750","2023-03-12 05:00:00","23","769","47","sold"
"1994","BMW","318i Touring Design Edition 5-Speed","161000","Purple","manual","25500","25500","2023-03-12 05:00:00","39","763","119","sold"
"1991","BMW","M5","122000","Red","manual","43000","43000","2023-03-12 05:00:00","29","614","56","sold"
"2001","BMW","330Ci Convertible","73000","Black","automatic","18250","18250","2023-03-11 05:00:00","44","507","49","sold"
"2008","BMW","M5 6-Speed","11000","Silver","manual","null","80000","2023-03-11 05:00:00","33","880","70","unsold"
"2012","BMW","128i Coupe 6-Speed","146000","White","manual","15750","15750","2023-03-10 05:00:00","33","468","61","sold"
"2000","BMW","740i Sport","73000","Black","automatic","25750","25750","2023-03-10 05:00:00","19","629","60","sold"
"1997","BMW","M3 Coupe 5-Speed","105000","Silver","manual","22000","22000","2023-03-10 05:00:00","37","634","44","sold"
"2014","BMW","328d xDrive Sports Wagon M Sport","114000","White","automatic","20500","20500","2023-03-10 05:00:00","25","599","51","sold"
"1980","BMW","528i 4-Speed","290000","Red","manual","8177","8177","2023-03-10 05:00:00","27","585","81","sold"
"1987","BMW","535is 5-Speed","201000","White","manual","21535","21535","2023-03-10 05:00:00","49","918","109","sold"
"1957","BMW","Isetta 300","25000","White","manual","50000","50000","2023-03-10 05:00:00","40","776","92","sold"
"2006","BMW","M6 Coupe","48000","Black","automatic","18500","18500","2023-03-09 05:00:00","24","712","45","sold"
"2001","BMW","M5","77000","Silver","manual","36250","36250","2023-03-09 05:00:00","30","686","47","sold"
"1956","BMW","Isetta 300 Bubble Window","7000","Red","manual","null","25300","2022-12-16 05:00:00","15","750","20","unsold"
"1996","BMW","Alpina B3 3.2 Cabriolet","106000","Black","automatic","19250","19250","2022-11-08 05:00:00","36","575","54","sold"
"2002","BMW","540i Sport","114000","Gray","automatic","8995","8995","2023-12-06 05:00:00","27","431","31","sold"
"1995","Porsche","911 Carrera Cabriolet","22000","White","automatic","64993","64993","2023-05-23 04:00:00","13","634","44","sold"
"1988","BMW","635CSi 5-Speed","190000","Black","manual","13500","13500","2023-06-12 04:00:00","18","880","57","sold"
"2011","BMW","328i Sedan","20000","Red","automatic","null","14700","2023-03-09 05:00:00","38","327","41","unsold"
"2012","BMW","650i xDrive M Sport Coupe","49000","Red","automatic","25500","25500","2023-03-09 05:00:00","53","690","48","sold"
"2014","Porsche","911 GT3","26000","Black","automatic","110000","110000","2024-03-08 05:00:00","31","1041","71","sold"
"2010","BMW","535i xDrive Sports Wagon","107000","Gray","automatic","11000","11000","2023-03-09 05:00:00","24","559","21","sold"
"1995","BMW","540i","155000","White","automatic","8700","8700","2023-03-09 05:00:00","39","380","57","sold"
